medcodeid	term
291671010	[M]Mixed and stromal renal neoplasms
291673013	[M]Epithelial nephroblastoma
291674019	[M]Mesenchymal nephroblastoma
291675018	[M]Mixed or stromal renal neoplasm NOS
291676017	Carcinosarcoma
291684018	[M]Complex mixed or stromal neoplasm NOS
291685017	[M]Fibroepithelial neoplasms
291687013	Brenner tumour
291688015	Brenner tumour
291695012	[M]Cystosarcoma phyllodes NOS
291698014	Fibroepithelial neoplasm
291699018	[M]Synovial neoplasms
291700017	[M]Clear cell sarcoma of tendons and aponeuroses
291701018	[M]Synovial neoplasm NOS
291702013	[M]Mesothelial neoplasms
291711013	[M]Mesothelioma, unspecified
291712018	Mesothelial neoplasm
291713011	[M]Germ cell neoplasms
291714017	Seminoma - category
291715016	[M]Seminoma NOS
291718019	Embryonal carcinoma
291719010	[M]Teratomas
291721017	[M]Teratoma NOS
291728011	[M]Strumal neoplasms
291730013	[M]Strumal neoplasm NOS
291733010	Germ cell neoplasm
291734016	[M]Trophoblastic neoplasms
291737011	Trophoblastic neoplasm
291739014	Mesonephric tumour
291742015	[M]Blood vessel tumours
291748016	Haemangioendothelioma
291752016	[M]Haemangiopericytic neoplasm NOS
291765013	Blood vessel tumour
291766014	[M]Lymphangioma NOS
291768010	[M]Lymphatic vessel tumour NOS
291778013	Small cell osteosarcoma
291779017	[M]Osteoma or osteosarcoma NOS
291780019	[M]Chondromatous neoplasms
291782010	[M]Chondrosarcoma NOS
291783017	Chondroblastoma
291786013	[M]Chondromatous neoplasm NOS
291787016	[M]Giant cell tumours
291790010	Giant cell tumour of bone
291791014	[M]Giant cell tumour of soft parts NOS
291794018	Giant cell tumour
291795017	[M]Miscellaneous bone tumours
291801014	[M]Miscellaneous bone tumour NOS
291808015	Ameloblastoma
291811019	[M]Odontogenic tumour NOS
291815011	[M]Miscellaneous tumour NOS
291825018	Ependymoma - category
291828016	[M]Spongioblastoma NOS
2918291000006119	Gliomatosis cerebri
291835012	Oligodendroglioma - category
291836013	Medulloblastoma
291837016	Cerebellar sarcoma
291843019	[M]Neuroepitheliomatous neoplasms
291844013	[M]Ganglioneuromatous neoplasms
291846010	[M]Ganglioneuromatous neoplasm NOS
291852011	Medulloepithelioma
291853018	Neuroepithelioma
291854012	[M]Retinoblastomas
291855013	Retinoblastoma
291861011	Neuroepitheliomatous neoplasm
291864015	Meningiomatosis
291867010	[M]Haemangiopericytic meningioma
291880013	Nerve sheath tumor
291881012	Granular cell tumour
291886019	[M]Granular cell tumour or alveolar soft part sarcoma NOS
291887011	[M]Lymphomas, NOS or diffuse
291891018	[M]Malignant lymphoma, diffuse NOS
291892013	[M]Malignant lymphoma, undifferentiated cell type NOS
291894014	[M]Malignant lymphoma, convoluted cell type NOS
291900014	[M]Malignant lymphoma, centroblastic-centrocytic, diffuse
291902018	[M]Malignant lymphoma, follicular centre cell NOS
291903011	[M]Malignant lymphoma, lymphocytic, well differentiated NOS
291905016	[M]Malignant lymphoma, centrocytic
291907012	[M]Malignant lymphoma, follicular centre cell, cleaved NOS
291909010	[M]Prolymphocytic lymphosarcoma
291910017	[M]Malignant lymphoma, centroblastic type NOS
291913015	[M]Malignant lymphomatous polyposis
291914014	[M]Malignant lymphoma, large cell, cleaved, diffuse
291923012	[M]Reticulosarcoma NOS
291931019	[M]Hodgkin's disease, lymphocytic predominance
291932014	Hodgkin lymphoma, lymphocyte-rich
291933016	Hodgkin lymphoma, nodular sclerosis, grade 1
291934010	[M]Hodgkin's paragranuloma
291943018	[M]Malignant lymphoma, centroblastic-centrocytic, follicular
291953017	[M]Lymphoma, nodular or follicular NOS
2919531000006114	Juxtacortical chondrosarcoma
2919541000006116	Periosteal chondrosarcoma
291955012	[M]Mycosis fungoides NOS
291957016	[M]Microglioma
291958014	[M]Histiocytic medullary reticulosis
291959018	Mature (peripheral) T-cell neoplasm
291960011	[M] Alpha heavy chain disease
291962015	[M] Gamma heavy chain disease
291963013	Non-Hodgkin lymphoma (category)
291964019	[M]Angioendotheliomatosis
291969012	[M]Plasma cell tumours
291974016	Plasma cell neoplasm (morphology)
291976019	[M]Mastocytoma NOS
291977011	Mast cell neoplasm (morphology)
291980012	[M]Burkitt's tumours
291981011	[M]Burkitt's tumour NOS
291984015	[M]Leukaemias unspecified
291985019	[M]Leukaemia NOS
291988017	[M]Subacute leukaemia NOS
291992012	[M]Aleukaemic leukaemia NOS
291995014	[M]Leukaemia unspecified, NOS
291997018	[M]Mixed leukaemia
292001013	[M]Compound leukaemia
292002018	[M]Compound leukaemia NOS
292005016	[M]Lymphoid leukaemias
292006015	Acute lymphoblastic leukaemia - category
292009010	[M]Subacute lymphoid leukaemia
292010017	[M]Aleukaemic lymphoid leukaemia
292014014	[M]Plasma cell leukaemias
292017019	Plasma cell leukaemia
292018012	Erythroleukaemia
292024018	[M]Erythroleukaemia NOS
292028015	[M]Lymphosarcoma cell leukaemia
292031019	[M]Lymphosarcoma cell leukaemia NOS
292032014	[M]Myeloid leukaemias
292035011	[M]Subacute myeloid leukaemia
292036012	[M]Aleukaemic myeloid leukaemia
292039017	[M]Neutrophilic leukaemia
292041016	[M]Other myeloid leukaemia NOS
292042011	[M]Basophilic leukaemias
292045013	[M]Basophilic leukaemia NOS
292046014	[M]Eosinophilic leukaemias
292050019	Eosinophilic leukaemia
292053017	[M]Monocytic leukaemias
292062015	Monocytic leukaemia
292065018	[M]Miscellaneous leukaemias
292073010	[M]Acute megakaryoblastic leukaemia
292075015	[M]Acute myelofibrosis
292077011	[M]Miscellaneous leukaemia NOS
292083014	[M]Monocytoid B-cell lymphoma
292086018	[M]No microscopic confirmation of tumour
292094013	[M]No microscopic confirmation of tumour, clinically NOS
292095014	Neoplasm
292096010	Neoplasms otherwise specified
292097018	[X]Additional neoplasm classification terms
292099015	Malignant tumour of digestive organ
292100011	Sarcoma of liver
292101010	Liver carcinoma
292102015	[X]Malignant neoplasm of intestinal tract, part unspecified
292105018	Malignant neoplasm of bronchus or lung
292110019	Malignant tumour of mediastinum
292111015	Malignant neoplasm of skeletal system
292116013	[X]Melanoma and other malignant neoplasms of skin
292118014	[X]Malignant melanoma of skin, unspecified
292120012	[X]Malignant neoplasm of skin, unspecified
292121011	[X]Malignant neoplasm of mesothelial and soft tissue
292126018	Cancer, mesothelioma
292127010	[X]Kaposi's sarcoma of multiple organs
292128017	[X]Kaposi's sarcoma, unspecified
292132011	[X]Malignant neoplasm of peritoneum, unspecified
292135013	Overlapping malignant neoplasm of skin
292136014	Kaposi's sarcoma (clinical)
292137017	Malignant tumour of breast
292138010	[X]Malignant neoplasm of female genital organs
292139019	[X]Malignant neoplasm of uterine adnexa, unspecified
292142013	[X]Malignant neoplasm of female genital organ, unspecified
292143015	Malignant tumour of male genital organ
292146011	[X]Malignant neoplasm of male genital organ, unspecified
292147019	[X]Malignant neoplasm of urinary tract
292148012	Malignant neoplasm of urinary organ
292152012	Malignant tumour of meninges
292154013	Malignant neoplasm of endocrine gland
292156010	Malignant neoplasm of endocrine gland
292158011	[X]Malignant neoplasm of other specified sites
292165015	[X]Secondary malignant neoplasm of other specified sites
292166019	[X]Malignant neoplasm without specification of site
292169014	[X]Other Hodgkin's disease
292170010	[X]Other types of follicular non-Hodgkin's lymphoma
292173012	[X]Other types of diffuse non-Hodgkin's lymphoma
292174018	[X]Other specified types of non-Hodgkin's lymphoma
292175017	Malignant immunoproliferative disease (clinical)
292177013	[X]Other lymphoid leukaemia
292178015	[X]Other myeloid leukaemia
292181013	[X]Other monocytic leukaemia
292182018	[X]Other specified leukaemias
292185016	[X]Other leukaemia of unspecified cell type
292191019	Diffuse non-Hodgkin's lymphoma
292193016	[X]Unspecified B-cell non-Hodgkin's lymphoma
292197015	[X]In situ neoplasms
292199017	[X]Carcinoma in situ of other specified digestive organs
292200019	[X]Carcinoma in situ of digestive organ, unspecified
292201015	[X]Carcinoma in situ of other parts of respiratory system
292202010	[X]Carcinoma in situ of respiratory system, unspecified
292203017	Melanoma in situ of face
292204011	[X]Melanoma in situ of other sites
292206013	[X]Carcinoma in situ of skin of other sites
292207016	[X]Carcinoma in situ of skin, unspecified
292208014	[X]Carcinoma in situ of other parts of cervix
292212015	[X]Carcinoma in situ of other specified sites
292213013	[X]Melanoma in situ, unspecified
292214019	[X]Other carcinoma in situ of breast
2922171000006119	Luteal cell tumour
292247011	Neoplastic disease of uncertain behaviour
292269016	Neoplastic disease of uncertain behaviour
292273018	[X]Refractory anaemia, unspecified
292274012	[X]Myelodysplastic syndrome, unspecified
292275013	Neoplasms NOS
292747012	Diencephalic syndrome secondary to tumour
2928221000006110	Gynandroblastoma
2930481000006112	Odontogenic tumour, malignant
2930491000006110	Odontogenic tumor, malignant
2930501000006119	Odontogenic carcinoma
2930511000006116	Odontogenic sarcoma
2930521000006112	Intraosseous carcinoma
2930531000006110	Carcinoma arising in an odontogenic cyst
2930541000006117	Primary intraosseous carcinoma
2930561000006118	Malignant odontogenic tumor
293358014	Waldenstrom's hypergammaglobulinaemic purpura
293369012	Paraproteinaemia
2933691000006118	Papillary cystic tumor
2933701000006118	Solid pseudopapillary tumor
2933711000006115	Solid and papillary epithelial neoplasm
2933721000006111	Solid and cystic tumor
2933731000006114	Solid and cystic tumour
2933741000006116	Solid pseudopapillary tumour
293376019	Monoclonal gammopathy (clinical)
293377011	Macroglobulinaemia
293380012	Waldenstrom's macroglobulinaemia
293384015	Macroglobulinaemia NOS
2933951000006116	Transitional carcinoma
2933961000006119	Urothelial carcinoma
2933971000006114	TCC - Transitional cell carcinoma
2934011000006115	Ameloblastic sarcoma
2934021000006111	Odontogenic fibrosarcoma
293617011	Histiocytosis X , unspecified
293618018	Histiocytosis, unspecified
2940171000006116	Mediterranean lymphoma
2940181000006118	Alpha heavy chain disease, enteric form
294245016	Anaemia in neoplastic disease
294272012	Infantile pseudoleukaemia
294495017	Secondary polycythaemia NOS
294626018	Histiocytic syndrome
2947001000006110	Myxoliposarcoma
2950221000006113	Embryonal adenocarcinoma
2950311000006114	Cutaneous T-cell lymphoma
2950321000006118	Cutaneous lymphoma
2950341000006113	Cutaneous T-cell lymphoma, no ICD-O subtype
2950351000006110	Cutaneous T-cell lymphoma, no International Classification of Diseases for Oncology subtype
2952051000006114	Follicular adenocarcinoma, well differentiated
2952061000006111	Follicular carcinoma, well differentiated
2952071000006116	Follicular adenocarcinoma - well differentiated
2952081000006118	Follicular carcinoma - well differentiated
2953231000006118	Melanotic neurofibroma
2954341000006118	Germ cell tumor
2954351000006116	Germ cell tumour
2954751000006115	Embryonal carcinoma, polyembryonal type
2954761000006118	Embryonal carcinoma - polyembryonal type
2955231000006119	Myxosarcoma
2958641000006118	Villous adenocarcinoma
2960301000006117	Liposarcoma, well differentiated
2960311000006119	Liposarcoma, differentiated
2960321000006110	Sclerosing liposarcoma
2960331000006113	Lipoma-like liposarcoma
2960341000006115	Inflammatory liposarcoma
2960351000006118	Liposarcoma - differentiated
2964691000006114	Squamous cell carcinoma
2964701000006114	Squamous carcinoma
2964711000006112	Squamous cell epithelioma
2964731000006118	SCC - Squamous cell carcinoma
2964741000006111	Squamous cell carcinoma, no ICD-O subtype
2964751000006113	Squamous cell carcinoma, no International Classification of Diseases for Oncology subtype
2965511000006118	Acute promyelocytic leukaemia
2965521000006114	Acute promyelocytic leukemia
2965531000006112	FAB M3
2965541000006119	Acute promyelocytic leukemia, t(15;17)(q22;q11-12)
2965551000006117	Acute promyelocytic leukemia, PML/RAR-alpha
2965561000006115	Acute myeloid leukemia, t(15;17)(q22;q11-12)
2965571000006110	Acute myeloid leukemia, PML/RAR-alpha
2965581000006113	Acute myeloid leukaemia, PML/RAR-alpha
2965591000006111	Acute promyelocytic leukaemia, t(15;17)(q22;q11-12)
2965601000006115	Acute promyelocytic leukaemia, PML/RAR-alpha
2965611000006117	Acute myeloid leukaemia, t(15;17)(q22;q11-12)
2965671000006114	Angiomyosarcoma
297015017	Cerebral degeneration due to neoplastic disease
297117011	Cerebellar ataxia due to neoplasia
297149011	Myelopathy due to neoplastic disease
2971579012	Lynch syndrome
2972241000006117	Phaeochromocytoma, malignant
2972251000006115	Pheochromocytoma, malignant
2972261000006118	Pheochromoblastoma
2972271000006113	Adrenal medullary paraganglioma, malignant
2972281000006111	Phaeochromoblastoma
2972301000006110	Malignant pheochromocytoma
297441018	Multiple cranial nerve palsies in neoplastic disease
297463010	Nerve root and plexus compressions in neoplastic disease
297583014	Myasthenic syndrome due to disease EC
297584015	Myasthenic syndrome due to other malignancy
297592012	Myasthenic syndrome due to disease NOS
297670018	Malignant myopia
297901016	Metastatic disseminated retinitis
2979601000006113	Trabecular adenocarcinoma
2979611000006111	Trabecular carcinoma
2985501000006118	Cribriform carcinoma
2985511000006115	Ductal carcinoma, cribriform type
298757016	Disorder of optic chiasm due to non-pituitary neoplasm
298762015	Visual pathway disorder due to neoplasm
298769012	Visual cortex disorder due to neoplasm
2987751000006115	Endometrioid adenocarcinoma
2987761000006118	Endometrioid cystadenocarcinoma
2989331000006118	Mesothelioma, biphasic, malignant
2989341000006111	Mesothelioma, biphasic
2989361000006110	Biphasic mesothelioma
299173011	Malignant positional vertigo
2991911000006111	Clear cell adenocarcinoma, mesonephroid
2991921000006115	Clear cell carcinoma
2991931000006117	Mesonephroid clear cell adenocarcinoma
2992261000006111	Noninfiltrating intraductal papillary adenocarcinoma
2992271000006116	Noninfiltrating intraductal papillary carcinoma
2992281000006118	Intraductal papillary adenocarcinoma
2992291000006115	Intraductal papillary carcinoma
2992301000006119	Ductal carcinoma in situ, papillary
2992311000006116	DCIS, papillary
2992321000006112	Non-infiltrating intraductal papillary adenocarcinoma
2992331000006110	Non-infiltrating intraductal papillary carcinoma
299306010	Paraneoplastic neuropathy
299381000000111	Chemotherapy started
2993821000006111	Basal cell tumor
2993831000006114	Basal cell tumor, uncertain whether benign or malignant
299401016	[X]Hydrocephalus in neoplastic disease classified elsewhere
2994171000006119	MEN, type 1
2994181000006116	Wermer syndrome
2994191000006118	MEA, type 1
2994201000006115	Multiple endocrine adenomatosis, type 1
2994211000006117	MEN 1 - Multiple endocrine neoplasia syndrome type 1
2994221000006113	MEN 1 syndrome
2994811000006118	Carotid body tumour
2994821000006114	Carotid body tumor
2994831000006112	Carotid body paraganglioma
